title,artist,link
Untitled (12 Jun 2014),John Nelson,https://collections.ed.ac.uk/art/record/22481?highlight=*:*
1st State (Unknown),Euan Gray,https://collections.ed.ac.uk/art/record/21951?highlight=*:*
Untitled (Sucker Darts) (2016),James Howden,https://collections.ed.ac.uk/art/record/113746?highlight=*:*
Embroidered panel,Winsome Douglass,https://collections.ed.ac.uk/art/record/113834?highlight=*:*
Untitled (1966),Maureen Dawson,https://collections.ed.ac.uk/art/record/99845?highlight=*:*
Blue Waterfall,Andrew Mackenzie,https://collections.ed.ac.uk/art/record/20751?highlight=*:*
Untitled,Kirkland Main,https://collections.ed.ac.uk/art/record/99987?highlight=*:*
Udder Hand (2016),Eden Hawkins,https://collections.ed.ac.uk/art/record/99265?highlight=*:*
Portrait of a Man (1956),Lawrence F. Baxter,https://collections.ed.ac.uk/art/record/21182?highlight=*:*
Untitled (1946),Dorothy M. Peach,https://collections.ed.ac.uk/art/record/21738?highlight=*:*
Needle lace mat,Unknown,https://collections.ed.ac.uk/art/record/102712?highlight=*:*
Untitled (Unknown),Sabine R,https://collections.ed.ac.uk/art/record/21640?highlight=*:*
Ship in the Dockyard,Caroline Boyle,https://collections.ed.ac.uk/art/record/21502?highlight=*:*
Small Landscape (1946),Dorothy M. Peach,https://collections.ed.ac.uk/art/record/21069?highlight=*:*
Landscape (1961),Robin Forrester,https://collections.ed.ac.uk/art/record/21294?highlight=*:*
"Commercial Street, Leith (Jan 1950)",John W. Corner,https://collections.ed.ac.uk/art/record/50515?highlight=*:*
Untited (1986),Paul Furneaux,https://collections.ed.ac.uk/art/record/21611?highlight=*:*
Coffee Pot,Emma Gillies,https://collections.ed.ac.uk/art/record/53691?highlight=*:*
Standing Male Nude (1959),Kenneth Dingwall,https://collections.ed.ac.uk/art/record/21332?highlight=*:*
Untitled (1968),Michael Jannarelli,https://collections.ed.ac.uk/art/record/22505?highlight=*:*
Standing Male Nude,John Houston,https://collections.ed.ac.uk/art/record/21047?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21946?highlight=*:*
Untitled (1969),Moira Johnson,https://collections.ed.ac.uk/art/record/22021?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21862?highlight=*:*
Unknown (1950),Francis Curran,https://collections.ed.ac.uk/art/record/50505?highlight=*:*
Two Seated Women and One Standing Woman (1949),Douglas Gordon,https://collections.ed.ac.uk/art/record/21099?highlight=*:*
Unknown (1964),Cameron,https://collections.ed.ac.uk/art/record/53586?highlight=*:*
Still Life with Goblets (1959),Alan M. Alexander,https://collections.ed.ac.uk/art/record/22743?highlight=*:*
The Boundary of Balance (2019),Dong Ding,https://collections.ed.ac.uk/art/record/113743?highlight=*:*
Unknown (1953-1954),Peter G. Collins,https://collections.ed.ac.uk/art/record/50540?highlight=*:*
Untitled (1947),Sheila Turnbull,https://collections.ed.ac.uk/art/record/111032?highlight=*:*
Abstract with Blue Stripes (quadriptych) (1969),Ian G. Robertson,https://collections.ed.ac.uk/art/record/22569?highlight=*:*
Anat (1966),Norman Orr,https://collections.ed.ac.uk/art/record/99405?highlight=*:*
November Afternoon (1982),Gwyneth M. Leech,https://collections.ed.ac.uk/art/record/99433?highlight=*:*
Two Figures in a Landscape,Unknown,https://collections.ed.ac.uk/art/record/21484?highlight=*:*
Stately Dance (1947),Allan W. Robson,https://collections.ed.ac.uk/art/record/21741?highlight=*:*
Esme (1949),Betty Elston,https://collections.ed.ac.uk/art/record/22694?highlight=*:*
"Acanthus Scrolls, Temple of Venus Genetrix, Rome",Unknown,https://collections.ed.ac.uk/art/record/20560?highlight=*:*
Works of a Strange Device: Drawing Smoke (2016),Suzanne Priestley,https://collections.ed.ac.uk/art/record/99239?highlight=*:*
Oranges (2018),Jessica Gasson,https://collections.ed.ac.uk/art/record/102753?highlight=*:*
Blackwork' sampler. Miss Waddel,Miss Waddell,https://collections.ed.ac.uk/art/record/102670?highlight=*:*
Benin Head (1964-1964),Vincent Butler,https://collections.ed.ac.uk/art/record/99224?highlight=*:*
,Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/112513?highlight=*:*
Unknown (1965),William S. T. Brodie,https://collections.ed.ac.uk/art/record/53597?highlight=*:*
"Unknown, Abstract",Paresh Chandra Chakraborty,https://collections.ed.ac.uk/art/record/99485?highlight=*:*
Composition with Washing Line (Circa 1987),Gary Ferguson,https://collections.ed.ac.uk/art/record/22620?highlight=*:*
(2003),Unknown,https://collections.ed.ac.uk/art/record/99930?highlight=*:*
Bearded Goat,Emma Gillies,https://collections.ed.ac.uk/art/record/53755?highlight=*:*
Large Head (Circa 1983),Gwen W. Hardie,https://collections.ed.ac.uk/art/record/22622?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53636?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20726?highlight=*:*
Standing Male Nude (1939),Heather Measham,https://collections.ed.ac.uk/art/record/21137?highlight=*:*
Wall hanging (1939),Unknown,https://collections.ed.ac.uk/art/record/100009?highlight=*:*
"Metope 3, south entablature, Parthenon (1837)",NA,https://collections.ed.ac.uk/art/record/20641?highlight=*:*
Seated Female Nude (1954),Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/21409?highlight=*:*
Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50463?highlight=*:*
Unknown (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/50499?highlight=*:*
Unknown,Iain Holden,https://collections.ed.ac.uk/art/record/53534?highlight=*:*
Unknown (1960),Alan M. Alexander,https://collections.ed.ac.uk/art/record/50596?highlight=*:*
Portrait of a Woman (1957),Andrew McPhee,https://collections.ed.ac.uk/art/record/21064?highlight=*:*
Unknown (1949),John Thomson,https://collections.ed.ac.uk/art/record/50483?highlight=*:*
Replica cast (brown) of Parthenon slab GE33,Unknown,https://collections.ed.ac.uk/art/record/20657?highlight=*:*
Untitled (Unknown),Annabel Keatley,https://collections.ed.ac.uk/art/record/21609?highlight=*:*
For They Shall See God (2006),Jennifer M. Hughes,https://collections.ed.ac.uk/art/record/99881?highlight=*:*
Portrait of a Young Man (1950),Joseph Maxwell,https://collections.ed.ac.uk/art/record/21061?highlight=*:*
Untitled (1963),Kathleen Russell,https://collections.ed.ac.uk/art/record/22014?highlight=*:*
Standing Male Nude (Jan 1958),Walter Miller,https://collections.ed.ac.uk/art/record/20907?highlight=*:*
Seated Female Nude (Circa 1939),Alistair W McCheyne,https://collections.ed.ac.uk/art/record/21139?highlight=*:*
Untitled (Unknown),J Nicoll,https://collections.ed.ac.uk/art/record/21728?highlight=*:*
Female Nude Seated on a Chair (1953),Margaret Ronald,https://collections.ed.ac.uk/art/record/20950?highlight=*:*
Standing Male Nude (1953),James Martin,https://collections.ed.ac.uk/art/record/20952?highlight=*:*
Unknown (1946),Alan Lefley,https://collections.ed.ac.uk/art/record/50486?highlight=*:*
Untitled - Figure Drawing of a Man on a Stool (1964),Gordon Bryce,https://collections.ed.ac.uk/art/record/99326?highlight=*:*
Free Fall (1985),Robert Adam,https://collections.ed.ac.uk/art/record/21593?highlight=*:*
Parthenon Frieze in Miniature,John Henning,https://collections.ed.ac.uk/art/record/20584?highlight=*:*
Untitled (Unknown),Renny Tait,https://collections.ed.ac.uk/art/record/21723?highlight=*:*
Portrait of a Man (1959),Alan Kemp,https://collections.ed.ac.uk/art/record/20902?highlight=*:*
Kneeling Male Nude (1953),George Hamilton,https://collections.ed.ac.uk/art/record/20932?highlight=*:*
Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99813?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50417?highlight=*:*
Unknown (1960),John Johnstone,https://collections.ed.ac.uk/art/record/53550?highlight=*:*
Unknown,Leonard I. H. Gray,https://collections.ed.ac.uk/art/record/53486?highlight=*:*
Seated Male Nude (1959),W Bryden,https://collections.ed.ac.uk/art/record/21108?highlight=*:*
Anique Life drawing - 3rd Year (1962),Kathleen Russell,https://collections.ed.ac.uk/art/record/99520?highlight=*:*
Portrait of a Man with a Beard (1959),Alan Kemp,https://collections.ed.ac.uk/art/record/20903?highlight=*:*
Self-Portrait (1967),Gregor Smith,https://collections.ed.ac.uk/art/record/99398?highlight=*:*
Porcus Omnivorous (1994),Sara Ogilvie,https://collections.ed.ac.uk/art/record/21960?highlight=*:*
Portrait of a Man (1939),Jessie May Stirling,https://collections.ed.ac.uk/art/record/21134?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50388?highlight=*:*
Untitled (Jun 2002),Jeremy Mitchell,https://collections.ed.ac.uk/art/record/21845?highlight=*:*
Self Portrait (1956),Rose Rifat,https://collections.ed.ac.uk/art/record/21189?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50379?highlight=*:*
Untitled - Abstract Crowd Scene (1964-1965),William Gillon,https://collections.ed.ac.uk/art/record/99477?highlight=*:*
Portrait of a Woman (1951),Rosemary Bagshawe,https://collections.ed.ac.uk/art/record/21234?highlight=*:*
Untitled (1949),Victorine Anne Schilsky,https://collections.ed.ac.uk/art/record/21746?highlight=*:*
Allegro Moderato Firemans' Parade (1977),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21697?highlight=*:*
Still Life (1985),Paul John Croft,https://collections.ed.ac.uk/art/record/21795?highlight=*:*
Untitled (2007),Rita Marhaug,https://collections.ed.ac.uk/art/record/99979?highlight=*:*
Unknown (1957),Andrew P. W. Conkie,https://collections.ed.ac.uk/art/record/50523?highlight=*:*
Portrait of a Seated Woman (1965-1966),George Donald,https://collections.ed.ac.uk/art/record/21172?highlight=*:*
Untitled (1997),Rachel Clark,https://collections.ed.ac.uk/art/record/21876?highlight=*:*
Performing Labour: a guide to creative resistance (2020),Aisling Ward,https://collections.ed.ac.uk/art/record/113779?highlight=*:*
Portrait of a Young Woman (1960),John Kerr,https://collections.ed.ac.uk/art/record/20986?highlight=*:*
Unknown (1986),Peter McLaren,https://collections.ed.ac.uk/art/record/53533?highlight=*:*
Unknown,Ursula Giles,https://collections.ed.ac.uk/art/record/53489?highlight=*:*
Nettleton (1977),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21698?highlight=*:*
Unknown (1950),John W. Corner,https://collections.ed.ac.uk/art/record/50521?highlight=*:*
"The Old Church, Corstorphine (1939)",Hugh Ross Mackean,https://collections.ed.ac.uk/art/record/21827?highlight=*:*
Untitled (1947),Allan W. Robson,https://collections.ed.ac.uk/art/record/21745?highlight=*:*
Untitled (2007),Esther McGreggor,https://collections.ed.ac.uk/art/record/99895?highlight=*:*
Untitled - Wheatfield in Ink (1963),Anne E Jones,https://collections.ed.ac.uk/art/record/99257?highlight=*:*
Standing Male Nude (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/21169?highlight=*:*
Untitiled (Circa 1960),Robert L Snowden,https://collections.ed.ac.uk/art/record/21544?highlight=*:*
Seated Nude (1957),Ruth Illingworth,https://collections.ed.ac.uk/art/record/20933?highlight=*:*
Untitled (1962),Cant,https://collections.ed.ac.uk/art/record/22497?highlight=*:*
Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53707?highlight=*:*
Unknown,Jeffery Camp,https://collections.ed.ac.uk/art/record/50565?highlight=*:*
Unknown (1984),Moyna Flannigan,https://collections.ed.ac.uk/art/record/50404?highlight=*:*
Unknown,Alexander Cree,https://collections.ed.ac.uk/art/record/50549?highlight=*:*
Blackbird on Toys,Gordon Mitchell,https://collections.ed.ac.uk/art/record/22560?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50406?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20728?highlight=*:*
Baroque Nude (1959),Alan Alexander,https://collections.ed.ac.uk/art/record/21092?highlight=*:*
Masked Divers,Robin S. Taylor,https://collections.ed.ac.uk/art/record/22683?highlight=*:*
Portrait of a Bearded Man (1960),Elise Brown,https://collections.ed.ac.uk/art/record/20977?highlight=*:*
Unknown (1967),Gwen Mackenzie,https://collections.ed.ac.uk/art/record/50496?highlight=*:*
Head Monotype No. 24 (1959),Alan M. Alexander,https://collections.ed.ac.uk/art/record/50592?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21571?highlight=*:*
Metope 2 from entablature of the Parthenon (1837),NA,https://collections.ed.ac.uk/art/record/20640?highlight=*:*
Red Faced (2014),Daniel Hughes,https://collections.ed.ac.uk/art/record/47440?highlight=*:*
Untitled - Two Chefs in a Dark Room (1964-1965),Gordon Bryce,https://collections.ed.ac.uk/art/record/99280?highlight=*:*
Via D' Italia (Unknown),John Brown,https://collections.ed.ac.uk/art/record/21673?highlight=*:*
125 (2015),Mark Osborne,https://collections.ed.ac.uk/art/record/53772?highlight=*:*
Portrait of a Man with Beard (18 Jan 1957),R Wright,https://collections.ed.ac.uk/art/record/20905?highlight=*:*
Demolished Building,Keith Thomson,https://collections.ed.ac.uk/art/record/21464?highlight=*:*
"Metope 6, from entablature of the Parthenon (1837)",NA,https://collections.ed.ac.uk/art/record/20642?highlight=*:*
Unknown (1950),Marion M Cooper,https://collections.ed.ac.uk/art/record/50392?highlight=*:*
Untitled (2007),Emma Peacock,https://collections.ed.ac.uk/art/record/99889?highlight=*:*
Hand Thrown Pot,Emma Gillies,https://collections.ed.ac.uk/art/record/53736?highlight=*:*
Portrait of a Woman at a Table (1960),Dorothea Brown,https://collections.ed.ac.uk/art/record/20995?highlight=*:*
The Three Tyches,Unknown,https://collections.ed.ac.uk/art/record/20533?highlight=*:*
Zane (2013),Isobel Turley,https://collections.ed.ac.uk/art/record/21303?highlight=*:*
Studio Interior (Unknown),Hilary A. Fisher,https://collections.ed.ac.uk/art/record/21678?highlight=*:*
Portrait of a Seated Young Woman (May 1960),John Gilbert,https://collections.ed.ac.uk/art/record/20998?highlight=*:*
A Good Dream and a Bad Dream (1970),John Mooney,https://collections.ed.ac.uk/art/record/20755?highlight=*:*
Standing Male Nude (1939),Betty M. Ferguson,https://collections.ed.ac.uk/art/record/21131?highlight=*:*
Portrait of a Woman Seated (1958),Richard McNeill,https://collections.ed.ac.uk/art/record/20893?highlight=*:*
Church,Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21452?highlight=*:*
Unknown (1946),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50440?highlight=*:*
Unknown (1952),Maureen Baird,https://collections.ed.ac.uk/art/record/50623?highlight=*:*
untitled (1961),James T Carlyle,https://collections.ed.ac.uk/art/record/21760?highlight=*:*
Untitled (1969),Gabrielle Stubbs,https://collections.ed.ac.uk/art/record/22488?highlight=*:*
Seated Female Nude (1939-1940),James Gordon,https://collections.ed.ac.uk/art/record/21095?highlight=*:*
Matthew (1989),Janie Nichol,https://collections.ed.ac.uk/art/record/50414?highlight=*:*
Unknown (1950),Patrick W. Barclay,https://collections.ed.ac.uk/art/record/50621?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53540?highlight=*:*
Untitled (1997),Rachel Clark,https://collections.ed.ac.uk/art/record/21875?highlight=*:*
Two Standing Male Nudes (24 Jan 1951),Norma G Reid,https://collections.ed.ac.uk/art/record/21393?highlight=*:*
St. George (Pre 1837),Unknown,https://collections.ed.ac.uk/art/record/20590?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53650?highlight=*:*
The Boston-Edinburgh Portfolio II (2006),Unknown,https://collections.ed.ac.uk/art/record/99855?highlight=*:*
Seated Female Nude (1953),Mary Edmond,https://collections.ed.ac.uk/art/record/20896?highlight=*:*
Untitled - Girl with Crows (1961-1962),Gwendolene E Roger,https://collections.ed.ac.uk/art/record/99399?highlight=*:*
"Vale of Health, Hampstead Heath (1950)",Alexander Cree,https://collections.ed.ac.uk/art/record/50545?highlight=*:*
Untitled (1963),John Milligan,https://collections.ed.ac.uk/art/record/99355?highlight=*:*
Untitled - Two Apes Sun Bathing (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99347?highlight=*:*
Untitled (1971),G.A. C,https://collections.ed.ac.uk/art/record/21927?highlight=*:*
Untitled - Portrait of an Old Man (Feb 1962),William Gillon,https://collections.ed.ac.uk/art/record/99480?highlight=*:*
Unknown (1957),Peter Coyle,https://collections.ed.ac.uk/art/record/50511?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21547?highlight=*:*
Horse,Emma Gillies,https://collections.ed.ac.uk/art/record/53750?highlight=*:*
Unknown (1960),Denness Morton,https://collections.ed.ac.uk/art/record/53547?highlight=*:*
Untitled - Seated man in yellow,Fergus A Mathers,https://collections.ed.ac.uk/art/record/99357?highlight=*:*
(verso) (1953),Llewella C. Brayne,https://collections.ed.ac.uk/art/record/22706?highlight=*:*
Seated Female Nude (1953),Robert L Thompson,https://collections.ed.ac.uk/art/record/21122?highlight=*:*
